title,rating,body,title_length,body_length,word_count,sentiment,full_review,clean_body,clean_word_count
Perfect for daily use,5,If you're not a heavy gamer or user you can definitely go for this this is a budget phone and excellent for running moderate and lit apps for our daily use ... and there will be no lag and have a very good battery life ... camera is average and UI is good,21,255,53,Positive,Perfect for daily use If you're not a heavy gamer or user you can definitely go for this this is a budget phone and excellent for running moderate and lit apps for our daily use ... and there will be no lag and have a very good battery life ... camera is average and UI is good,perfect daily use youre not heavy gamer user definitely go budget phone excellent running moderate lit apps daily use no lag very good battery life camera average ui good,29
Don't but this Mobile,1,Please everyone attention don't but this Mobile because this Mobile is not good battery backup same as 5000 mah battery  and I used 6000 mah battery other Mobile tecno spark 7t that Mobile's Mobile battery is more batter than m12And camera quality is very  bad experience in this mobile only name is 48 mega pixels  but quality is 16 mega pixels  aur front camera is very poorPlease everyone don't buy this mobile I you want to buy please but tecno spark 7t same features in this Mobile,21,486,87,Negative,Don't but this Mobile Please everyone attention don't but this Mobile because this Mobile is not good battery backup same as 5000 mah battery  and I used 6000 mah battery other Mobile tecno spark 7t that Mobile's Mobile battery is more batter than m12And camera quality is very  bad experience in this mobile only name is 48 mega pixels  but quality is 16 mega pixels  aur front camera is very poorPlease everyone don't buy this mobile I you want to buy please but tecno spark 7t same features in this Mobile,dont mobile please everyone attention dont mobile mobile not good battery backup mah battery used mah battery mobile tecno spark mobiles mobile battery batter mand camera quality very bad experience mobile name mega pixels quality mega pixels aur front camera very poorplease everyone dont buy mobile want buy please tecno spark features mobile,53
Overall Satisfaction with M12 phone,4,"I wanted to have a phone 6 GB RAM and 128 GB ROM and 7000 mAH battery with large display and good picture quality in budget. This phone has satisfied me a lot, however this phone has 6000 mAH battery. I am much satisfied now. After one year or more than one year, It should not be slow and hang. I will rate this phone 8 number out of 10.However it's a better deal.",35,365,74,Positive,"Overall Satisfaction with M12 phone I wanted to have a phone 6 GB RAM and 128 GB ROM and 7000 mAH battery with large display and good picture quality in budget. This phone has satisfied me a lot, however this phone has 6000 mAH battery. I am much satisfied now. After one year or more than one year, It should not be slow and hang. I will rate this phone 8 number out of 10.However it's a better deal.",overall satisfaction phone wanted phone gb ram gb rom mah battery large display good picture quality budget phone satisfied lot however phone mah battery much satisfied one year one year not slow hang rate phone number however better deal,39
Not worth of money,1,"13 to 14 k you will get better than this Samsung m12. The day I started use, phone started hanging,I should honestly give the reviewGo for other phone it doesn't give 6000mah woser than my old Lenovo phone 3500mah.Camera is average they give lots number of MP but not suited at all , only good thing is finger print senso even that too I doubt about it how long days I can have without problem.Finally I m not satisfied with M12, 6GB Ram phone is not working as the attractive description given below the list. Hopeless product",18,527,97,Negative,"Not worth of money 13 to 14 k you will get better than this Samsung m12. The day I started use, phone started hanging,I should honestly give the reviewGo for other phone it doesn't give 6000mah woser than my old Lenovo phone 3500mah.Camera is average they give lots number of MP but not suited at all , only good thing is finger print senso even that too I doubt about it how long days I can have without problem.Finally I m not satisfied with M12, 6GB Ram phone is not working as the attractive description given below the list. Hopeless product",not worth money k get better samsung day started use phone started hangingi honestly give reviewgo phone doesnt give mah woser old lenovo phone mahcamera average give lots number mp not suited good thing finger print senso even too doubt long days without problemfinally not satisfied gb ram phone not working attractive description given list hopeless product,57
Not  a phone that I would recommend,3,Quite disappointed with the phone. Recently bought. Already the battery charging is very slow. The camera is mediocre. It lacks night mode and the picture quality is average. Colours are not rue to colour. Will not recommend this phone.,35,236,39,Neutral,Not  a phone that I would recommend Quite disappointed with the phone. Recently bought. Already the battery charging is very slow. The camera is mediocre. It lacks night mode and the picture quality is average. Colours are not rue to colour. Will not recommend this phone.,not phone would recommend quite disappointed phone recently bought already battery charging very slow camera mediocre lacks night mode picture quality average colours not rue colour not recommend phone,29
Please try to develop the battery and rear camera quality for customer's betterment.,4,"As a regular smartphone user i will rate this item 4 out of 5 because in such price it should be much better like in 48 mp camera the picture quality is not as good as my expectation. Fingerprint and face unloch is quite good and the selfie camera really excellent. As 6000mAh battery the battery should last upto 1day and a half but in standard use the battery quality decreases upto 29% in the evening (I charged the phone around 6.40 am on that day). This problem that I faced I had share with you all guys, before buying this phone please think a lot and tge decisions is completely upon you. Thank You, Arnab Bindu Chakraborty",84,631,118,Positive,"Please try to develop the battery and rear camera quality for customer's betterment. As a regular smartphone user i will rate this item 4 out of 5 because in such price it should be much better like in 48 mp camera the picture quality is not as good as my expectation. Fingerprint and face unloch is quite good and the selfie camera really excellent. As 6000mAh battery the battery should last upto 1day and a half but in standard use the battery quality decreases upto 29% in the evening (I charged the phone around 6.40 am on that day). This problem that I faced I had share with you all guys, before buying this phone please think a lot and tge decisions is completely upon you. Thank You, Arnab Bindu Chakraborty",please try develop battery rear camera quality customers betterment regular smartphone user rate item price much better like mp camera picture quality not good expectation fingerprint face unloch quite good selfie camera really excellent mah battery battery last upto day half standard use battery quality decreases upto evening charged phone around day problem faced share guys buying phone please think lot tge decisions completely upon thank arnab bindu chakraborty,69
Just another smartphone under 10k. Nothing special.,3,Amazing battery life. Discharge is only 1% for overnight.Display can be much better. Expected a better display from samsung. Vivo and oppo have a better display interms of brightness and pixel density.Finger print on power button is good and quick.Plastic back is kind of disappointing.Overall performance is ok but not what the ADS on amazon show you.,51,352,57,Neutral,Just another smartphone under 10k. Nothing special. Amazing battery life. Discharge is only 1% for overnight.Display can be much better. Expected a better display from samsung. Vivo and oppo have a better display interms of brightness and pixel density.Finger print on power button is good and quick.Plastic back is kind of disappointing.Overall performance is ok but not what the ADS on amazon show you.,another smartphone k nothing special amazing battery life discharge overnightdisplay much better expected better display samsung vivo oppo better display interms brightness pixel densityfinger print power button good quickplastic back kind disappointingoverall performance ok not ads amazon show,38
Excellent Samsung M12,5,"Don't see the negative reviews.  After using 10days I am writing this reviews .Back camera excellentFront camera okBattery excellentCharging Full for 2.30 hours approxLittle more weight, but not so heavyDisplay excellentNo heating,  no hangingVolume and speakers excellentAround 10k budget excellent.Samsung is best brand and provenThanks to Amazon",21,348,47,Positive,"Excellent Samsung M12 Don't see the negative reviews.  After using 10days I am writing this reviews .Back camera excellentFront camera okBattery excellentCharging Full for 2.30 hours approxLittle more weight, but not so heavyDisplay excellentNo heating,  no hangingVolume and speakers excellentAround 10k budget excellent.Samsung is best brand and provenThanks to Amazon",excellent samsung dont see negative reviews using days writing reviews back camera excellentfront camera okbattery excellentcharging full hours approxlittle weight not heavydisplay excellentno heating no hangingvolume speakers excellentaround k budget excellentsamsung best brand proventhanks amazon,35
6gb and 128gb using for 2 weeks,5,"Actually I am a fan of samsung.I brought this variant with 11k @ diwali offer.I thought to buy other mobile instead of Samsung in this price where I can get additional features, but surprisingly samshng m12 made me feel good after buying this phone.Main thing is performance no lag even I am playing asphalt 9, Ram management is super and samsung UI  is great experience  as you can see in high end mobiles.Charging is fast and long last.Disappointed thing is only 📷.Totally I am 😊 with this 📱 in this price Range.Recommended and for it, As of now 6gb varaint is about 14k wait for drop 11k and proceed.",31,603,109,Positive,"6gb and 128gb using for 2 weeks Actually I am a fan of samsung.I brought this variant with 11k @ diwali offer.I thought to buy other mobile instead of Samsung in this price where I can get additional features, but surprisingly samshng m12 made me feel good after buying this phone.Main thing is performance no lag even I am playing asphalt 9, Ram management is super and samsung UI  is great experience  as you can see in high end mobiles.Charging is fast and long last.Disappointed thing is only 📷.Totally I am 😊 with this 📱 in this price Range.Recommended and for it, As of now 6gb varaint is about 14k wait for drop 11k and proceed.",gb gb using weeks actually fan samsungi brought variant k diwali offeri thought buy mobile instead samsung price get additional features surprisingly samshng made feel good buying phonemain thing performance no lag even playing asphalt ram management super samsung ui great experience see high end mobilescharging fast long lastdisappointed thing totally price rangerecommended gb varaint k wait drop k proceed,60
Delivers at its price - Highly Recommended.,5,"Bought this for my parents and they love it. As I am using A52 myself, I feel M12 delivers at its price range and then some. The fingerprint sensor is fast and accurate. Having 90 Hz Adaptive display is wonderful.Camera is decent as well, with options for Macro (attached) and Wide Angle being good as well. Haven't experienced any lags on medium workloads.Android 11 with updated UI, Smart View, Dolby Atmos, Good Battery Life are some highlights.Very satisfied with the purchase.",43,481,81,Positive,"Delivers at its price - Highly Recommended. Bought this for my parents and they love it. As I am using A52 myself, I feel M12 delivers at its price range and then some. The fingerprint sensor is fast and accurate. Having 90 Hz Adaptive display is wonderful.Camera is decent as well, with options for Macro (attached) and Wide Angle being good as well. Haven't experienced any lags on medium workloads.Android 11 with updated UI, Smart View, Dolby Atmos, Good Battery Life are some highlights.Very satisfied with the purchase.",delivers price highly recommended bought parents love using feel delivers price range fingerprint sensor fast accurate hz adaptive display wonderfulcamera decent well options macro attached wide angle good well havent experienced lags medium workloadsandroid updated ui smart view dolby atmos good battery life highlightsvery satisfied purchase,46
Great product for a person who doesn't do gaming!!!,5,"The battery life is way better than any of the smartphone in the same range and the person is also good as it has 6 gb ram but camera quality can be little bit better and they could have improved the processor. Good thing is that all apps are optimised which is good for the battery life .It's a great product if you are a kind of person who wants a smartphone which has a longer battery life ,a good speed and 90hz refresh rate and who doesn't do gaming in the smartphone.",51,473,93,Positive,"Great product for a person who doesn't do gaming!!! The battery life is way better than any of the smartphone in the same range and the person is also good as it has 6 gb ram but camera quality can be little bit better and they could have improved the processor. Good thing is that all apps are optimised which is good for the battery life .It's a great product if you are a kind of person who wants a smartphone which has a longer battery life ,a good speed and 90hz refresh rate and who doesn't do gaming in the smartphone.",great product person doesnt gaming battery life way better smartphone range person also good gb ram camera quality little bit better could improved processor good thing apps optimised good battery life great product kind person wants smartphone longer battery life good speed hz refresh rate doesnt gaming smartphone,48
most pathetic purchase ecer,1,i feel like cheated by amazon and samsung its not even a month and my phone stopped working with no reason this was not expected and visited to samsung centre as well but they were saying that only non warranty sets are getting fixed during this lockdown period then i asked them to fixed my set out of warranty (i was ready to pay as well) then they said that your mobile display is need to be change and there is no display available in India for my phone and from that day i am not having any smartphone as i am saving money and trying to bear this pain n loss.amazon hats off to u cheaters.,27,594,117,Negative,most pathetic purchase ecer i feel like cheated by amazon and samsung its not even a month and my phone stopped working with no reason this was not expected and visited to samsung centre as well but they were saying that only non warranty sets are getting fixed during this lockdown period then i asked them to fixed my set out of warranty (i was ready to pay as well) then they said that your mobile display is need to be change and there is no display available in India for my phone and from that day i am not having any smartphone as i am saving money and trying to bear this pain n loss.amazon hats off to u cheaters.,pathetic purchase ecer feel like cheated amazon samsung not even month phone stopped working no reason not expected visited samsung centre well saying non warranty sets getting fixed lockdown period asked fixed set warranty ready pay well said mobile display need change no display available india phone day not smartphone saving money trying bear pain n lossamazon hats u cheaters,60
Good value for money,4,"Got this as a replecement for my samsung M11. The M12 is way better than M11. Better photo quality, better performance and faster performance. I got the blue phone which looks decent as well. I feel it's worth the 13500 I paid for it.",20,234,44,Positive,"Good value for money Got this as a replecement for my samsung M11. The M12 is way better than M11. Better photo quality, better performance and faster performance. I got the blue phone which looks decent as well. I feel it's worth the 13500 I paid for it.",good value money got replecement samsung way better better photo quality better performance faster performance got blue phone looks decent well feel worth paid,24
M12 review.,4,"The phone received in a day. Thanks Amazon for quick delivery. The phone's display, camera, battery life is good. But one issue I found it. Recently I realize it that once I receive incoming call am not able hear it for couple of minutes / sometimes no voice heard from other side and finally I need to close the call ....initially I thought this issue should be from sender phone but now I realize it is in my phone...it appears that either there is problem in my phone or in model. Samsung and Amazon to look into this issue & replace it with good phone on immediate  basis.",11,576,108,Positive,"M12 review. The phone received in a day. Thanks Amazon for quick delivery. The phone's display, camera, battery life is good. But one issue I found it. Recently I realize it that once I receive incoming call am not able hear it for couple of minutes / sometimes no voice heard from other side and finally I need to close the call ....initially I thought this issue should be from sender phone but now I realize it is in my phone...it appears that either there is problem in my phone or in model. Samsung and Amazon to look into this issue & replace it with good phone on immediate  basis.",review phone received day thanks amazon quick delivery phones display camera battery life good one issue found recently realize receive incoming call not able hear couple minutes sometimes no voice heard side finally need close call initially thought issue sender phone realize phoneit appears either problem phone model samsung amazon look issue replace good phone immediate basis,57
Best in this price segment,4,- battery life is super- camera quality is ok in such price segment- bought this phone at 8599  with 1039 rs credit card discount- build quality  is best,26,153,28,Positive,Best in this price segment - battery life is super- camera quality is ok in such price segment- bought this phone at 8599  with 1039 rs credit card discount- build quality  is best,best price segment battery life super camera quality ok price segment bought phone rs credit card discount build quality best,20
Not value for money,4,"Not amoled display but at this price you don't deserve amoled, it is an hd display but u deserve new android 11 but it is based on android 10 and needed the "" one ui "" updated version. My old phone m30 is 2 year old but it has awesome features in "" one ui "" but this has not,  hope software update gave all this features.  But battery life is awesome and camera is average. 🙂🙂",19,376,77,Positive,"Not value for money Not amoled display but at this price you don't deserve amoled, it is an hd display but u deserve new android 11 but it is based on android 10 and needed the "" one ui "" updated version. My old phone m30 is 2 year old but it has awesome features in "" one ui "" but this has not,  hope software update gave all this features.  But battery life is awesome and camera is average. 🙂🙂",not value money not amoled display price dont deserve amoled hd display u deserve new android based android needed one ui updated version old phone year old awesome features one ui not hope software update gave features battery life awesome camera average,42
15k features in 10k amazing...,5,Phone is fabulous and it is worth for those who r looking the budget phone .All features are loaded un customise manner in this phone. One should nit go for 15k range phone of all features are available in 10k..Think wisely...,30,226,41,Positive,15k features in 10k amazing... Phone is fabulous and it is worth for those who r looking the budget phone .All features are loaded un customise manner in this phone. One should nit go for 15k range phone of all features are available in 10k..Think wisely...,k features k amazing phone fabulous worth r looking budget phone features loaded un customise manner phone one nit go k range phone features available kthink wisely,27
Overlall Good Phone in This budget  range against Chinese phones 👍,4,"The Phone is Nice, Mai 3 din se use kr rha hun ye phone aur ye phone thik thak kaam kr rha hai Maine heavy games  bhi khele isme high graphics  me wo bhi thik chale, overl all mai agar dekhun to iss range me ye phone samsung ka hote huve bhi Chinesebrand ko iss budget me takkar deta hai aur  android  11 ka experience  bhi dekhne ko mil rha hai jo ki badhiya lga mujhe.》》But ek cheez mujhe jada disappoint kiya aur wo hai eska 48mp ka camera isme eski quality  aur behtar kr skte the jo ki true 48mp ki tarah pic ki quality  nhi deta Samsung  brand hote huve bhi aisa thik nhi hai.",66,582,117,Positive,"Overlall Good Phone in This budget  range against Chinese phones 👍 The Phone is Nice, Mai 3 din se use kr rha hun ye phone aur ye phone thik thak kaam kr rha hai Maine heavy games  bhi khele isme high graphics  me wo bhi thik chale, overl all mai agar dekhun to iss range me ye phone samsung ka hote huve bhi Chinesebrand ko iss budget me takkar deta hai aur  android  11 ka experience  bhi dekhne ko mil rha hai jo ki badhiya lga mujhe.》》But ek cheez mujhe jada disappoint kiya aur wo hai eska 48mp ka camera isme eski quality  aur behtar kr skte the jo ki true 48mp ki tarah pic ki quality  nhi deta Samsung  brand hote huve bhi aisa thik nhi hai.",overlall good phone budget range chinese phones phone nice mai din se use kr rha hun ye phone aur ye phone thik thak kaam kr rha hai maine heavy games bhi khele isme high graphics wo bhi thik chale overl mai agar dekhun iss range ye phone samsung ka hote huve bhi chinesebrand ko iss budget takkar deta hai aur android ka experience bhi dekhne ko mil rha hai jo ki badhiya lga mujhebut ek cheez mujhe jada disappoint kiya aur wo hai eska mp ka camera isme eski quality aur behtar kr skte jo ki true mp ki tarah pic ki quality nhi deta samsung brand hote huve bhi aisa thik nhi hai,114
Mobile not good,1,Mobile lene k 15 din baad hi.. Uske loudspeaker m problem hone lgi... Aur 5-6 din baad hanging problem hone lgi....,15,115,21,Negative,Mobile not good Mobile lene k 15 din baad hi.. Uske loudspeaker m problem hone lgi... Aur 5-6 din baad hanging problem hone lgi....,mobile not good mobile lene k din baad hi uske loudspeaker problem hone lgi aur din baad hanging problem hone lgi,21
Good build and Design,5,Pros:1. Entry level budget smart phone2. Battery levels are amazing3. 90Hz refresh is plusCons:1. Finger print sensor does not picks up elderly person's finger2. Face lock is also not up to the mark3. Brightness levels of the display are not up to the mark when compared to other 12k to 15k M series budget phones,21,313,55,Positive,Good build and Design Pros:1. Entry level budget smart phone2. Battery levels are amazing3. 90Hz refresh is plusCons:1. Finger print sensor does not picks up elderly person's finger2. Face lock is also not up to the mark3. Brightness levels of the display are not up to the mark when compared to other 12k to 15k M series budget phones,good build design pros entry level budget smart phone battery levels amazing hz refresh pluscons finger print sensor not picks elderly persons finger face lock also not mark brightness levels display not mark compared k k series budget phones,39
Nice one,5,"The phone is good. Of course it justifies its price range. But this phone has a low audio output,so putting a speaker during call,or while playing other media files, the sound is not very high even when kept at full volume. Other than that, the phone is great.",8,260,48,Positive,"Nice one The phone is good. Of course it justifies its price range. But this phone has a low audio output,so putting a speaker during call,or while playing other media files, the sound is not very high even when kept at full volume. Other than that, the phone is great.",nice one phone good course justifies price range phone low audio outputso putting speaker callor playing media files sound not very high even kept full volume phone great,28
Good for consuming data not for creators.,1,"After 1 month use, some serious sensors are missing which will make google maps almost useless on the phone. Camera quality is good only for day time that too depends on mood of the camera. Sluggish phone you can see phone saving photo even after quiting the camera app. Serious processor problems. I bought 6/128 variant and felt sorry for whoever bought 4 gig version. Good for minimal users and for saving tonns of photos via apps but not from the phone's camera. BGIM was surprisingly good on the phone thanks to its large screen. Also good for online classes and OTT viewers.",41,580,103,Negative,"Good for consuming data not for creators. After 1 month use, some serious sensors are missing which will make google maps almost useless on the phone. Camera quality is good only for day time that too depends on mood of the camera. Sluggish phone you can see phone saving photo even after quiting the camera app. Serious processor problems. I bought 6/128 variant and felt sorry for whoever bought 4 gig version. Good for minimal users and for saving tonns of photos via apps but not from the phone's camera. BGIM was surprisingly good on the phone thanks to its large screen. Also good for online classes and OTT viewers.",good consuming data not creators month use serious sensors missing make google maps almost useless phone camera quality good day time too depends mood camera sluggish phone see phone saving photo even quiting camera app serious processor problems bought variant felt sorry whoever bought gig version good minimal users saving tonns photos via apps not phones camera bgim surprisingly good phone thanks large screen also good online classes ott viewers,70
Worth buying you will not regret.. 👍👍,5,"Literally value for money in this prize by Samsung.I could blindly recommend you this phone if you are samsung lover..Everything is just latest...Pros:-Type c port6000mah massive batteryAndroid 11One UI OS 3.1  no blaotwares at allFingerprint sensor is blazing fast works 10 out of 10 times..Amazingle processor is on 8nm technology..Cons:-HD + displayFace unlock not reliableCharger is 15 watt which could be of 20 wattsOverall a all rounder phone in 11,000  by reliable brand samsung.",37,486,74,Positive,"Worth buying you will not regret.. 👍👍 Literally value for money in this prize by Samsung.I could blindly recommend you this phone if you are samsung lover..Everything is just latest...Pros:-Type c port6000mah massive batteryAndroid 11One UI OS 3.1  no blaotwares at allFingerprint sensor is blazing fast works 10 out of 10 times..Amazingle processor is on 8nm technology..Cons:-HD + displayFace unlock not reliableCharger is 15 watt which could be of 20 wattsOverall a all rounder phone in 11,000  by reliable brand samsung.",worth buying not regret literally value money prize samsungi could blindly recommend phone samsung lovereverything latestprostype c portmah massive batteryandroid one ui os no blaotwares allfingerprint sensor blazing fast works timesamazingle processor nm technologyconshd displayface unlock not reliablecharger watt could wattsoverall rounder phone reliable brand samsung,46
Worst product,1,Worst phone hangs a lot from the day of purchase various problems. Keyboard gets cut in half during some apps hang while calling ... Not able to pick up calls smoothly.,13,168,31,Negative,Worst product Worst phone hangs a lot from the day of purchase various problems. Keyboard gets cut in half during some apps hang while calling ... Not able to pick up calls smoothly.,worst product worst phone hangs lot day purchase various problems keyboard gets cut half apps hang calling not able pick calls smoothly,22
"Samsung M31 worst display, never buy this phone",1,"In almost one year, 3 times display screen has color leak issue (without any handset fall/physical damage) which company never covers under warranty. 3 times paid from my pocket Rs.4800 each time to rectify the issue. Highly disappointed with company poor development policy. Planned to never buy samsung products in future.",47,324,51,Negative,"Samsung M31 worst display, never buy this phone In almost one year, 3 times display screen has color leak issue (without any handset fall/physical damage) which company never covers under warranty. 3 times paid from my pocket Rs.4800 each time to rectify the issue. Highly disappointed with company poor development policy. Planned to never buy samsung products in future.",samsung worst display never buy phone almost one year times display screen color leak issue without handset fallphysical damage company never covers warranty times paid pocket rs time rectify issue highly disappointed company poor development policy planned never buy samsung products future,42
Budget mobile !,4,"Model : Samsung m12 6gb RAM 128 ROM (Black)Bought @ 10,350rsBattery life - 8/10Fingerprint, face recognition- 9/10Camera Quality-8/10Sound Quality- 6/10 (sound quality not expected)Ram and Processor - 8/10Cons:• Sound quality not up to the mark !• Somehow heavy• Camera quality is not so good• Data cable length is too short !• Fast Charging option didn’t  works well ! ( takes  more time to charge )",15,400,65,Positive,"Budget mobile ! Model : Samsung m12 6gb RAM 128 ROM (Black)Bought @ 10,350rsBattery life - 8/10Fingerprint, face recognition- 9/10Camera Quality-8/10Sound Quality- 6/10 (sound quality not expected)Ram and Processor - 8/10Cons:• Sound quality not up to the mark !• Somehow heavy• Camera quality is not so good• Data cable length is too short !• Fast Charging option didn’t  works well ! ( takes  more time to charge )",budget mobile model samsung gb ram rom blackbought rsbattery life fingerprint face recognition camera qualitysound quality sound quality not expectedram processor cons sound quality not mark somehow heavy camera quality not good data cable length too short fast charging option didnt works well takes time charge,46
Best for Gifting,4,Lovely 4 camera design though no 5ghz wifi and 90hz don’t know what’s the difference between normal or this. But overall at this price point loaded. Better than Chinese. Yes of course Unnecessary apps could be reduced that come preinstalled.,16,241,40,Positive,Best for Gifting Lovely 4 camera design though no 5ghz wifi and 90hz don’t know what’s the difference between normal or this. But overall at this price point loaded. Better than Chinese. Yes of course Unnecessary apps could be reduced that come preinstalled.,best gifting lovely camera design though no ghz wifi hz dont know whats difference normal overall price point loaded better chinese yes course unnecessary apps could reduced come preinstalled,29
Awesome monster,5,"Review after 20 days use,Phones battery life is awesomeCan last all day, I charge once in couple of days,Wi fi calling working perfectly fineFingerprint and face unlock is fast enough,Overall it's Good phone in this price range",15,227,37,Positive,"Awesome monster Review after 20 days use,Phones battery life is awesomeCan last all day, I charge once in couple of days,Wi fi calling working perfectly fineFingerprint and face unlock is fast enough,Overall it's Good phone in this price range",awesome monster review days usephones battery life awesomecan last day charge couple dayswi fi calling working perfectly finefingerprint face unlock fast enoughoverall good phone price range,26
Go for it for medium-heavy range usage.,5,"Using this for more than a month now for not so heavy usage.Battery Life is VERY impressiveCharger is although 18W, still provides more than expected speed of charging.Side mounted fingerprint is pretty quick.Speakers provide just above average sound.Camera is good although not as good as proclaimed 48MP, wide angle and portrait mode available.All and all, this phone has not disppointed me.But would suggest to research other options like Redmi note 10 and compare them yourselves.",39,484,75,Positive,"Go for it for medium-heavy range usage. Using this for more than a month now for not so heavy usage.Battery Life is VERY impressiveCharger is although 18W, still provides more than expected speed of charging.Side mounted fingerprint is pretty quick.Speakers provide just above average sound.Camera is good although not as good as proclaimed 48MP, wide angle and portrait mode available.All and all, this phone has not disppointed me.But would suggest to research other options like Redmi note 10 and compare them yourselves.",go mediumheavy range usage using month not heavy usagebattery life very impressivecharger although w still provides expected speed chargingside mounted fingerprint pretty quickspeakers provide average soundcamera good although not good proclaimed mp wide angle portrait mode availableall phone not disppointed mebut would suggest research options like redmi note compare,49
This is the second time I have faced an issue with the Amazon on buying a electronic product.,1,"The media could not be loaded.
                




   The phone is hanging and goes off on its own. Not even a week the phone was used and started giving problem, video attached for your reference....Due to lock down I was not able to return the phone as the site was not functional and gave me an error currently we cannot pickup or drop any product at your mailing address due to covid-19 restrictions....",93,408,71,Negative,"This is the second time I have faced an issue with the Amazon on buying a electronic product. The media could not be loaded.
                




   The phone is hanging and goes off on its own. Not even a week the phone was used and started giving problem, video attached for your reference....Due to lock down I was not able to return the phone as the site was not functional and gave me an error currently we cannot pickup or drop any product at your mailing address due to covid-19 restrictions....",second time faced issue amazon buying electronic product media could not loaded phone hanging goes not even week phone used started giving problem video attached referencedue lock not able return phone site not functional gave error currently cannot pickup drop product mailing address due covid restrictions,46
STPL SUPPLIER SEND WRONG ITEM,1,8 ന്റെ പണിAmazon നെ ഉം പൊക്കിപിടിച്ച് നടന്ന എനിക്കും കിട്ടി നല്ല സ്വയമ്പൻ സാധനം BBD ൻ order ചെയ്തത് Samsung M12 6/128GB ഇന്ന് കിട്ടിയത് 4/64 GB varientഅപ്പോൾ കൂടെ Backcover ഉം screen gurd ഉം orderചെയ്തിരുന്നു😭Replacement ന്കൊടുത്തപ്പോ 6/128 സാധനം ഇല്ല😓(vidum order cheyan aanel kanikund Athena agane😒) കൂടെ വാങ്ങിച്ച Backcoverഉം Sreengurd Return അടിച്ചു അപ്പളാ പണി screenguard ന് Return ന്ഇല്ലത്രേ 😡എനിക്കെന്തിനാ Screen gurd അച്ചാർ ഇട്ടാനോ 😏വെറുതേ BBD പറഞ്ഞ് orderകൊടുതട്ട് എന്തായലും ആ 150 Rs പോയികിട്ടി😢😶,29,505,67,Negative,STPL SUPPLIER SEND WRONG ITEM 8 ന്റെ പണിAmazon നെ ഉം പൊക്കിപിടിച്ച് നടന്ന എനിക്കും കിട്ടി നല്ല സ്വയമ്പൻ സാധനം BBD ൻ order ചെയ്തത് Samsung M12 6/128GB ഇന്ന് കിട്ടിയത് 4/64 GB varientഅപ്പോൾ കൂടെ Backcover ഉം screen gurd ഉം orderചെയ്തിരുന്നു😭Replacement ന്കൊടുത്തപ്പോ 6/128 സാധനം ഇല്ല😓(vidum order cheyan aanel kanikund Athena agane😒) കൂടെ വാങ്ങിച്ച Backcoverഉം Sreengurd Return അടിച്ചു അപ്പളാ പണി screenguard ന് Return ന്ഇല്ലത്രേ 😡എനിക്കെന്തിനാ Screen gurd അച്ചാർ ഇട്ടാനോ 😏വെറുതേ BBD പറഞ്ഞ് orderകൊടുതട്ട് എന്തായലും ആ 150 Rs പോയികിട്ടി😢😶,stpl supplier send wrong item amazon bbd order samsung gb gb varient backcover screen gurd orderreplacement vidum order cheyan aanel kanikund athena agane backcover sreengurd return screenguard return screen gurd bbd order rs,33
It's ok ok at this price range,4,Am using M21 from past one year then I ordered this can say M21 is better then M12 design and display but it's also good not bad,30,128,27,Positive,It's ok ok at this price range Am using M21 from past one year then I ordered this can say M21 is better then M12 design and display but it's also good not bad,ok ok price range using past one year ordered say better design display also good not bad,17
Mobile hotspot drops for every 20 minutes,3,I am writting this review after using this mobile for almost 2 months.When connected my laptop via mobile Hotspot through this phone it drops off for every 20 minutes. I have to restart the mobile then need to connect again. It is very annoying.I didn't have this problem with my previous mobile and also I don't have any coonectivity issues with my wife's mobile if I use mobile Hotspot on it. Mywife's mobile is lesser in configuration when compared to this mobile. We both have same mobile connection which is Vodafone.I don't know what to to do.,41,549,97,Neutral,Mobile hotspot drops for every 20 minutes I am writting this review after using this mobile for almost 2 months.When connected my laptop via mobile Hotspot through this phone it drops off for every 20 minutes. I have to restart the mobile then need to connect again. It is very annoying.I didn't have this problem with my previous mobile and also I don't have any coonectivity issues with my wife's mobile if I use mobile Hotspot on it. Mywife's mobile is lesser in configuration when compared to this mobile. We both have same mobile connection which is Vodafone.I don't know what to to do.,mobile hotspot drops every minutes writting review using mobile almost monthswhen connected laptop via mobile hotspot phone drops every minutes restart mobile need connect very annoyingi didnt problem previous mobile also dont coonectivity issues wifes mobile use mobile hotspot mywifes mobile lesser configuration compared mobile mobile connection vodafonei dont know,50
